ID,SMILES
0345,CC(C)(OC1=CC=C(N)C=C1)C(O)=O
0346,CC(=O)N1CCC2=C1C=CC(N)=C2
0347,NC1=CC=C(CC(O)=O)C(F)=C1
0348,COC(=O)C1=CC=CC(N)=C1F
0349,NC1=CC=C2CCC(=O)C2=C1
0350,CC(C)NC1=CC=C(C=C1N)C#N
0351,NC1=C(NC2CC2)C=CC(=C1)C#N
0352,NC1=CC(Cl)=C(N)C=C1
0353,CCCNC1=C(N)C=C(C=C1)C#N
0354,NC1=C(O)C(=CC=C1)C(O)=O
0355,CC(C)(C)C1=CC=C(N)C=C1
0356,NC1=CC=CC(C(O)=O)=C1N
0357,CC1=C(C=C(N)C=C1)B(O)O
0358,NC1=CC=C(C=C1)N1C=NC=N1
0359,NC1=C(Cl)C=C(F)C(=C1)C(O)=O
0360,COC1=CC(N)=C(C=C1)N(=O)=O
0361,CC1=C(N)C=C(C=C1)S(N)(=O)=O
0362,NC1=CC(F)=C(C=C1F)C#N
0363,NC1=CC(F)=C(C=C1F)C(F)(F)F
0364,CC1=CC(=CC(N)=C1)C(O)=O
0365,NC(=O)C1=CC=C(F)C=C1N
0366,COC(=O)C1=CC(N)=CC=C1F
0367,COC(=O)CC1=C(F)C=C(N)C=C1
0368,NC1=C(F)C(F)=C(C=C1)C(F)(F)F
0369,CNC1=C2N=CC=CC2=C(N)C=C1
0370,CNC1=C(N)C2=CC=CN=C2C=C1
0371,COC(=O)C1=CC2=C(C=CN2)C(N)=C1
0372,NC1=CC=C(C=C1)C1=CC=C(O)C=C1
0373,NC1=CC=C(O)C(F)=C1
0374,CC(C)(C)OC(=O)C1=CC(N)=CC=C1
0375,NC1=CC(Cl)=CC=C1S
0376,NC1=C(Cl)C=C(O)C=C1
0377,NC1=CC=C(C=C1)C1=CC=CN=C1
0378,NC1=C(N)C(F)=CC(F)=C1
0379,NC1=CC=C(C=C1)C1=CC=NC=C1
0380,NC1=CC=C(C=C1)N1C=CN=C1
0381,NC1=CC(F)=C(Cl)C=C1
0382,COC1=CC(N)=C(N)C=C1F
0383,NC1=CC2=C(C=C1)N=CNC2=O
0384,NC1=CC=C(C=C1)C1=NC=CO1
0385,COC(=O)C1=C(O)C=CC(N)=C1
0386,COC(=O)C1=CC=C(N)C(Cl)=C1
0387,NC(=N)C1=CC(N)=CC=C1
0388,NC1=CC(F)=C(C=C1)C(O)=O
0389,CCC1=NC(=NO1)C1=CC=C(N)C=C1
0390,CC1=C(C=C(N)C=C1)C(F)(F)F
0391,NC1=CC(=C(F)C=C1F)C(F)(F)F
0392,NC1=CC=C(C=C1F)C(F)(F)F
0393,NC1=C(CO)C=CC(=C1)N(=O)=O
0394,NC1=CC=CC2=C1C=CS2
0395,CCC1=NC(=NO1)C1=CC(N)=CC=C1
0396,NC1=C(C=C(O)C=C1)C(F)(F)F
0397,COC1=CC=CC(N)=C1C(O)=O
0398,NC1=C(O)C=C(Cl)C=C1
0399,NC1=CC=C(Cl)C=C1C=O
0400,CC1=C(N)C=CC(=C1)C#N
0401,NC1=CC(=CC=C1Br)C#N
0402,NC1=CC=CC=C1N1C=CC=N1
0403,NC1=CC(F)=CC=C1N1C=CN=C1
0404,COC1=CC(N)=CC=C1O
0405,CCC(C(O)=O)C1=CC=C(N)C=C1
0406,NC1=CC2=C(NCC2)C=C1
0407,O.N[C@H](CC1=CC=C(N)C=C1)C(O)=O
0408,NC1=CC=C(C(O)=O)C(N)=C1
0409,NC1=CC(=CC=C1C=O)N(=O)=O
0410,NC1=CC(=CC(Cl)=C1)C(F)(F)F
0411,Cl.NNC1=CC=CC=C1N
0412,NC1=CC=C(OC(F)(F)F)C(N)=C1
0413,NC1=CC(C(O)=O)=C(N)C=C1
0414,NC1=C(F)C=C(O)C=C1F
0415,NC1=C(F)C=C(O)C(F)=C1
0416,COC(=O)C1=CC(N)=CC2=C1C=CN2
0417,NC1=CC=C(O)C=C1N
0418,NC1=CC=CC=C1NCCO
0419,NC1=NC2=C(S1)C=C(N)C=C2
0420,NC1=CC=C(CN2CCCCC2)C=C1
0421,NC1=C(Cl)C=CC=C1C#N
0422,CN1C=NC2=C(N)C=CC=C12
0423,CC1=CC(Cl)=CC(N)=C1N
0424,NC1=CC(F)=CC=C1C=O
0425,NC1=C(C=CC=C1)C1=CC=CC=N1
0426,NC(=O)C1=C(N)C=CC(F)=C1
0427,NC1=CC=C(N)C(F)=C1
0428,NC1=CC=C(CN2CCOCC2)C=C1
0429,NC1=C(Cl)C=C(Cl)C(F)=C1
0430,CCOC1=C(Cl)C=C(N)C=C1
0431,CN1C=CC2=C1C=CC(N)=C2
0432,NC1=CC2=C(CCCC(=O)N2)C=C1
0433,COC(=O)C1=C(F)C=CC(N)=C1F
0434,NC1=C(N)C(CO)=CC=C1
0435,COC(=O)C1=CC=CC(N)=C1N
0436,NC1=CC=C(C(O)=O)C(F)=C1F
0437,CC1=C(C)C(=CC=C1N)C(O)=O
0438,NC1=CC=C(C=C1)C1=NC=CC=C1
0439,CC1=CC(F)=C(N)C=C1O
0440,CC1=CC(=CC(N)=C1C)N(=O)=O
0441,NC1=CC(F)=C(C=C1F)C(O)=O
0442,NCC1=C(N)C=CC(Cl)=C1
0443,CC1=CC=CC(N)=C1F
0444,CCOC(=O)C1=CC=C(N)C(Cl)=C1
0445,CC(=O)C1=CC=C(N)C(Cl)=C1
0446,NC1=CC=C(CN2C=CN=C2)C=C1
0447,CC1=NC=CN1CC1=CC=C(N)C=C1
0448,NC1=C(F)C(=CC=C1)C(O)=O
0449,NC1=C(F)C=C(F)C(Cl)=C1
0450,COC(=O)C1=NC2=C(N1)C=CC(N)=C2
0451,NC1=CC=C(C=C1)N1CC(C1)C(O)=O
0452,NC(=O)C1=CC=C(C=C1N)N(=O)=O
0453,NC1=C(F)C(C(O)=O)=C(F)C=C1
0454,NC1=C(N)C=C(Cl)C(F)=C1
0455,NC1=CC=CC(Cl)=C1N
0456,COC1=CC=CC(F)=C1N
0457,[K+].NC1=C(C=CC=C1)[B-](F)(F)F
0458,CN1C=CC2=C1C=CC=C2N
0459,CC1=NNC2=CC=C(N)C=C12
0460,CC1=CC=C(C(N)=C1C)N(=O)=O
0461,NC1=CC(Cl)=CC=C1C(F)(F)F
0462,NC1=CC=CC2=C1NC=N2
0463,COC(=O)C1=C(F)C=C(F)C(N)=C1
0464,CC1=CN(C=N1)C1=CC=C(N)C=C1
0465,CC1=C(F)C=C(C=C1N)C(O)=O
0466,NC1=CC=C(O)C(Cl)=C1F
0467,NC1=CC=CC(OC(F)(F)F)=C1O
0468,CN(CCO)C1=C(N)C=CC=C1
0469,CC(C)(C)OC1=C(N)C=CC=C1
0470,NC(=O)NCC1=CC=C(N)C=C1
0471,NC1=CC=C(C=C1C=O)N(=O)=O
0472,Cl.NC(=O)CC1=CC=CC(N)=C1
0473,CS(=O)(=O)C1=C(C=C(N)C=C1)C#N
0474,Cl.NC1=C(N)C(=CC=C1)C#N
0475,NC1=C(O)C(=CC=C1)C#N
0476,COC1=C(F)C(=CC=C1N)N(=O)=O
0477,CC(=O)C1=C(F)C=CC(N)=C1
0478,Cl.CC(=O)C1=CC(N)=CC=C1F
0479,COC1=C(F)C=C(C=C1N)N(=O)=O
0480,NC1=C(O)C=C(F)C(=C1)C(O)=O
0481,NC1=C2N=COC2=CC=C1
0482,NC1=CC(F)=C(F)C=C1N(=O)=O
0483,COC(=O)C1=C(N)C=C(F)C(F)=C1
0484,NC1=CC(Cl)=C(C=C1)C(F)(F)F
0485,NC1=C(C=CC(F)=C1F)N(=O)=O
0486,NC1=CC(SC(F)(F)F)=CC=C1
0487,NC1=CC=C(C[C@H]2COC(=O)N2)C=C1
0488,CC1=C(C=C(N)C=C1)S(N)(=O)=O
0489,NC1=CC=CC(Cl)=C1C(O)=O
0490,NC1=CC=C(C=C1C(O)=O)N(=O)=O
0491,NC1=CC(F)=C(F)C(F)=C1
0492,CC1=CC(C(O)=O)=C(N)C=C1
0493,CCOC(=O)C1=C(N)C=CC(C)=C1
0494,COC(=O)C1=CC=CC(N)=C1C
0495,CC1=C(N)C=C(C=C1)C(O)=O
0496,COC(=O)C1=CC=C(C)C(N)=C1
0497,CC1=C(C=CC(N)=C1)C(O)=O
0498,CCOC(=O)C1=CC=C(N)C(C)=C1
0499,CC1=C(C=C(N)C=C1)C(O)=O
0500,CC1=CC(=C(O)C=C1N)N(=O)=O
0501,CC1=C(O)C(Cl)=C(N)C=C1
0502,NC1=CC=C(O)C=C1N(=O)=O
0503,CC1=C(N)C=CC(O)=C1
0504,CC1=CC(O)=C(N)C=C1
0505,CC1=C(O)C(N)=CC=C1
0506,NC1=CC=CC(F)=C1C(O)=O
0507,NC1=C(Cl)C=CC=C1C(O)=O
0508,CC(=O)NC1=CC(O)=C(N)C=C1C
0509,COC(=O)C1=C(F)C=C(O)C(N)=C1
0510,CC1=CC=C(N)C=C1Br
0511,NC1=C(F)C=C(C=C1)N(=O)=O
0512,CC1=CC=C2C=CC=C(N)C2=N1
0513,NC1=CC(F)=CC=C1N(=O)=O
0514,Cl.COC1=C(C)C(N)=CC=C1
0515,NC(=O)C1=CC(N)=C(Cl)C=C1
0516,NC1=C(C=C(C=C1)C(O)=O)N(=O)=O
0517,NC1=C(O)C=CC(=C1)N(=O)=O
0518,NC1=CC=C(Br)C=C1C#N
0519,NC1=CC=C(C=C1Br)C#N
0520,NC1=CC(Br)=C(N)C=C1
0521,NC1=CC=CC(Br)=C1O
0522,NC1=CC(Br)=CC=C1C#N
0523,CC1=C(N)C=C(C(O)=O)C(F)=C1
0524,COC(=O)C1=C(O)C(N)=CC=C1F
